Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,Type
Brut Champagne (Extra Cuvée de Réserve) 2012,France,Champagne,Pol Roger,4.4,1315,60.44,2012,Sparkling
Brut Rosé Champagne 2006,France,Champagne,Dom Pérignon,4.6,1414,315,2006,Sparkling
Arte Tradicional Brut Espumante 2017,Brazil,Vale dos Vinhedos,Casa Valduga,3.8,1440,13.47,2017,Sparkling
Brut Champagne 2004,France,Champagne,Krug,4.6,1853,229,2004,Sparkling
Brut Nature Champagne (Philippe Starck) 2009,France,Champagne,Louis Roederer,4.2,2074,79.9,2009,Sparkling
Comtes de Champagne Blanc de Blancs 2007,France,Champagne,Taittinger,4.5,2326,157.81,2007,Sparkling
Cristal Brut Champagne (Millésimé) 2005,France,Champagne,Louis Roederer,4.6,2385,251.23,2005,Sparkling
Cristal Brut Champagne (Millésimé) 2002,France,Champagne,Louis Roederer,4.7,2607,363.75,2002,Sparkling
Rare Brut Champagne (Millesimé) 2002,France,Champagne,Piper-Heidsieck,4.5,2674,202.01,2002,Sparkling
Cristal Brut Champagne (Millésimé) 2008,France,Champagne,Louis Roederer,4.6,2729,237.65,2008,Sparkling
Grand Vintage Brut Champagne 2009,France,Champagne,Moët & Chandon,4.2,2737,67.29,2009,Sparkling
Cristal Brut Champagne (Millésimé) 2007,France,Champagne,Louis Roederer,4.6,2949,223.23,2007,Sparkling
La Grande Année Brut Champagne 2007,France,Champagne,Bollinger,4.4,3047,119,2007,Sparkling
Comtes de Champagne Blanc de Blancs 2006,France,Champagne,Taittinger,4.5,4438,145.19,2006,Sparkling
Brut Champagne 2008,France,Champagne,Dom Pérignon,4.6,8349,170.59,2008,Sparkling
Vermentino 2017,Italy,Toscana,Famiglia Castellani,3.8,25,5.65,2017,White
Ronco Broilo 2010,Italy,Colli Orientali del Friuli,Conte d'Attimis Maniago,4.3,25,44.9,2010,White
Weisser Schiefer s 2017,Austria,Südburgenland,Weinbau Uwe Schiefer,4.2,25,33.25,2017,White
Chardonnay 2018,Germany,Rheinhessen,Krämer - Straight,3.9,25,8.99,2018,White
Maganza Zibibbo 2018,Italy,Terre Siciliane,Luna Gaia,3.9,25,8.6,2018,White
Chardonnay 2019,Germany,Pfalz,Schneider,3.7,25,15.9,2019,White
Goldloch Riesling GG 2016,Germany,Nahe,Diel,4.1,25,33.9,2016,White
Kieselberg GG 2015,Germany,Pfalz,Von Winning,4.1,25,33.95,2015,White
Catarratto 2019,Italy,Terre Siciliane,Feudi Branciforti dei Bordonaro,3.8,25,5,2019,White
Safari Pecorino 2017,Italy,Terre di Chieti,Bove,3.4,25,6.74,2017,White
Sauvignon Veneto 2019,Italy,Veneto,Torresella,3.8,25,6.77,2019,White
Berg Riesling 2018,France,Alsace,Domaine Pfister,4.2,25,15.9,2018,White
Grechetto 2018,Italy,Umbria,SIGNÆ,3.6,25,8.9,2018,White
Riesling 'Le Gallais' Wiltinger Braune Kupp Kabinett 2018,Germany,Wiltingen,Egon Müller - Scharzhof,4.3,25,38.94,2018,White
Unterebner Pinot Grigio 2018,Italy,Südtirol - Alto Adige,Tramin,3.7,25,20.37,2018,White
The Guv'nor Blanco 2019,Spain,Castilla,Félix Solís,3.7,25,6.89,2019,White
Oestricher Muschelkalk Riesling Trocken 2018,Germany,Rheingau,Spreitzer,3.8,25,10.4,2018,White
Mâcon-Prissé 2014,France,Mâcon-Prissé,Les Héritiers du Comte Lafon,3.7,25,25.92,2014,White
Kallstadter Steinacker Riesling 2015,Germany,Pfalz,Rings,4,25,19,2015,White
Kerner Carned 2018,Italy,Südtirol - Alto Adige,Cantina Kaltern,3.7,25,16.17,2018,White
Fehérburgundi 2017,Hungary,Sopron,Weninger,3.9,25,11.02,2017,White
Grauburgunder - Weissburgunder 2019,Germany,Pfalz,Weingut A. Diehl,3.4,25,7.05,2019,White
Weisser Burgunder Trocken 2013,Germany,Rheinhessen,Wittmann,3.9,25,10.63,2013,White
Ruppertsberg Riesling 2017,Germany,Pfalz,A. Christmann,3.7,25,19.87,2017,White
Weissburgunder Trocken 2017,Germany,Ahr,Burggarten,3.9,25,10.72,2017,White
Deep Blue 2018,Germany,Nahe,Martin Tesch,3.5,25,10.9,2018,White
Gewürztraminer - Riesling Trocken 2017,Germany,Pfalz,Knipser,3.9,25,10.9,2017,White
Veneto Bianco 2017,Italy,Veneto,Cantina di Soave,2.7,25,5.42,2017,White
Kalk & Stein 2017,Germany,Pfalz,Rings,4.1,25,16.7,2017,White
Schlossberg 2017,Germany,Rheingau,Schloss Vollrads,3.9,25,27.78,2017,White
Schick und Schön 2018,Germany,German Wine,Tina Pfaffmann,3.7,25,10.9,2018,White
R Chardonnay Nature 2018,Germany,Pfalz,Weingut Seckinger,3.7,25,15.4,2018,White
Johannisberg Riesling Alte Reben Trocken 2018,Germany,Rheingau,Trenz,3.8,25,11.9,2018,White
Live Wire Riesling 2019,Australia,Barossa,Langmeil,3.5,25,11.95,2019,White
Alejairén Airen 2017,Spain,La Mancha,El Vínculo,3.6,25,18.42,2017,White
Pinot Gris 2016,Luxembourg,Luxembourg,Château de Schengen,4.1,25,21.44,2016,White
Muscadet Sèvre-et-Maine Sur Lie 2017,France,Muscadet-Sevre et Maine,Marc Brédif,3.9,25,14.38,2017,White
W Riesling 2016,Germany,Mosel,Markus Molitor,3.4,25,31.68,2016,White
Ried Schafflerberg Grüner Veltliner 2018,Austria,Wagram,Leth,3.9,25,12.07,2018,White
Westhofener Weisser Burgunder - Chardonnay Trocken 2017,Germany,Rheinhessen,Wittmann,4.1,25,18.53,2017,White
Schiefer Riesling Trocken 2018,Germany,Mosel,Villa Huesgen,3.6,25,14.11,2018,White
Castel Firmian Pinot Grigio Riserva 2018,Italy,Teroldego Rotaliano,Mezzacorona,4,25,9.37,2018,White
Grauer Burgunder Trocken 2016,Germany,Baden,Bernhard Huber,3.8,25,17.79,2016,White
Chenin Blanc 2018,South Africa,Robertson,Klippenkop,3.6,25,6.54,2018,White
Côte de Rouffach Pinot Gris 2017,France,Alsace,René Muré,4.1,25,15.5,2017,White
Chardonnay Kalkstein Trocken 2018,Germany,Rheinhessen,Manz,3.9,25,11.5,2018,White
La Trucha Albariño 2019,Spain,Rías Baixas,Finca Garabelos,4.3,25,14.7,2019,White
Schlossberg Achkarren Grauburgunder GG 2016,Germany,Baden,Dr. Heger,4,25,28,2016,White
Frühtau Riesling Trocken 2018,Germany,Nahe,Emrich-Schönleber,3.9,26,17.5,2018,White
Pouilly-Vinzelles En Paradis 2018,France,Pouilly-Vinzelles,Louis Latour,3.8,26,15.98,2018,White
Sauvignon Blanc 2019,Germany,Pfalz,Ellermann-Spiegel,4.1,26,7.36,2019,White
Weissburgunder Trocken 2018,Germany,Nahe,Emrich-Schönleber,3.8,26,15.5,2018,White
Pinot Grigio 2019,Italy,Terre Siciliane,Epicuro,3.5,26,5.5,2019,White
Sauvignon Blanc Reserva 2018,Chile,Maipo Valley,Escudo Rojo,3.5,26,7.36,2018,White
Villa Blanche Sauvignon Blanc 2018,France,Pays d'Oc,Calmel & Joseph,3.4,26,7.4,2018,White
Greco di Tufo 2018,Italy,Campania,Pietracupa,4,26,23.65,2018,White
Spring Fever Chardonnay 2018,Australia,Eden Valley,Langmeil,3.6,26,11.95,2018,White
Collemare Marche Bianco 2016,Italy,Marche,Roberto Lucarelli,3.9,26,10.95,2016,White
Lotterbrunnen Gewürztraminer 2016,Italy,Südtirol - Alto Adige,Castel Sallegg,4.1,26,11.5,2016,White
Jalè (Tenuta Ficuzza) 2018,Italy,Sicilia,Cusumano,4.1,26,15.5,2018,White
Meursault Blanc 2017,France,Meursault,Bouchard Père & Fils,3.8,26,38.7,2017,White
Sauvignon Blanc 2018,Hungary,Tolna,Tűzkő,3.5,26,7.66,2018,White
Monte Carbonare 2018,Italy,Soave Classico,Suavia,4.1,26,12.3,2018,White
Chablis 1er Cru 'Vaillons' 2018,France,Chablis 1er Cru 'Vaillons',Domaine Servin,3.8,26,22.5,2018,White
Der Ott 2018,Austria,Wagram,Bernhard Ott,3.8,26,20.9,2018,White
Vale do Homem Alvarinho 2018,Portugal,Minho,Quintas do Homem,3.7,26,8.38,2018,White
Grauer Burgunder 2017,Austria,Südsteiermark,Weingut Erich & Walter Polz,3.7,26,22.3,2017,White
Riesling Trocken 2018,Germany,Rheinhessen,Hofmann,3.7,26,7.95,2018,White
Grüner Veltliner Lamm Reserve 2017,Austria,Kamptal,Weingut Bründlmayer,4.1,26,43.99,2017,White
Vulkanfelsen Grauer Burgunder Spätlese Trocken 2014,Germany,Baden,Burkheimer,3.8,26,15.9,2014,White
Vernaccia di San Gimignano 2019,Italy,Vernaccia di San Gimignano,Fattoria San Donato,3.4,26,11.21,2019,White
Sauvignon Blanc Quarzit 2019,Germany,Pfalz,Weingut Pflüger,3.9,26,8,2019,White
Royal Riesling Kabinett Trocken 2018,Germany,Johannisberg,Prinz von Hessen,4,26,12.5,2018,White
Grauburgunder Trocken 2019,Germany,Rheinhessen,Hofmann,3.8,26,7.95,2019,White
Doria 2017,France,Luberon,Marrenon,3.5,26,11.99,2017,White
Chardonnay 2019,France,Vin de France,Château Pesquie,3.6,26,8.1,2019,White
Châteauneuf-du-Pape Prestige 2012,France,Châteauneuf-du-Pape,Domaine de la Janasse,4.1,26,69.95,2012,White
Chenin Blanc 2019,South Africa,Western Cape,Long Beach,3.7,26,5.79,2019,White
Sancerre Blanc 2019,France,Sancerre,Pascal Jolivet,4.1,26,24.24,2019,White
Ritme Blanc 2017,Spain,Priorat,Acustic Celler,4,26,16.99,2017,White
Iphöfer Julius-Echter-Berg Riesling 2018,Germany,Franken,Hans Wirsching,3.8,26,14.74,2018,White
Arcane 2018,France,Saumur,Château de Fosse-Sèche,4,26,27.2,2018,White
Blanco 2018,Spain,Rioja,Eguren Ugarte,3.4,26,4.5,2018,White
Wildcard Chardonnay (Unoaked) 2018,Australia,South Australia,Peter Lehmann,3.1,26,6.69,2018,White
Chenin 2018,South Africa,Western Cape,Luddite,4,26,32.9,2018,White
Vieilles Vignes Côtes Catalanes Blanc 2015,France,Côtes Catalanes,Gauby,4,26,29.15,2015,White
Evoè Bianco 2013,Italy,Toscana,Panizzi,3.8,26,24.24,2013,White
Grüner Veltliner Ried Loibenberg 2017,Austria,Wachau,Pichler-Krutzler,3.8,26,32.87,2017,White
Bandol Blanc 2016,France,Bandol,Domaine de la Tour du Bon,3.8,26,18.84,2016,White
Souvignier Gris 2017,Italy,Mitterberg,Thomas Niedermayr,3.8,26,16.9,2017,White
Weissburgunder 2018,Italy,Südtirol - Alto Adige,Colterenzio (Schreckbichl),3.7,26,9.21,2018,White
Benedictus Lugana 2018,Italy,Lugana,Le Morette,3.7,26,9.8,2018,White
Trebbiano d'Abruzzo 2016,Italy,Trebbiano d'Abruzzo,Villamedoro,3.1,26,4.7,2016,White
Arneis Langhe 2018,Italy,Langhe,Ascheri,3.6,26,9.9,2018,White
Trebbiano d'Abruzzo 2018,Italy,Trebbiano d'Abruzzo,Caldora,2.9,26,4.75,2018,White
Pessac-Léognan Blanc 2015,France,Pessac-Léognan,Château Gazin Rocquencourt,4,26,34.15,2015,White
Pratum 2015,Italy,Südtirol - Alto Adige,Castel Sallegg,4,26,26.29,2015,White
Ölberg Riesling 2017,Germany,Rheinhessen,Kühling-Gillot,4.2,26,35.65,2017,White
Alt Scheidt Riesling Feinherb 2017,Germany,Mosel,Peter Lauer,3.8,26,11.95,2017,White
Steren Weiß- & Grauburgunder Trocken 2018,Germany,Franken,Bürgerspital,3.2,26,9.39,2018,White
Neuburger Freyheit 2017,Austria,Bergland,Heinrich,3.7,26,18.98,2017,White
Sauvignon Blanc 2018,New Zealand,Marlborough,Main Divide,3.8,26,16.95,2018,White
Sauvignon Blanc 2019,South Africa,Cape Point,Cape Point Vineyards,3.5,26,13.25,2019,White
Mandorlo White Blend 2018,Italy,Toscana,Montellori,3.7,26,9.37,2018,White
Ruppertsberger Riesling 2017,Germany,Pfalz,Fußer,3.7,26,10.6,2017,White
Schieferblume Riesling Trocken 2018,Germany,Mosel,Rita & Rudolf Trossen,3.8,26,13.4,2018,White
Embruns de Viognier 2019,France,Pays d'Oc,Michel Gassier,3.5,26,9.68,2019,White
M Grüner Veltliner Smaragd 2017,Austria,Wachau,F.X. Pichler,4.3,26,72.5,2017,White
L'Aubinière Muscadet Sèvre et Maine Sur Lie 2018,France,Muscadet-Sevre et Maine,Terroirs de la Noëlle,3.4,27,6.5,2018,White
Chardonnay Felsenstein 2018,Austria,Burgenland,Birgit Braunstein,3.8,27,11.95,2018,White
Christoffel Hazenwinkel The White Blend 2018,South Africa,Western Cape,Hazendal,3.4,27,14.5,2018,White
Appenheimer Riesling Kalkstein 2018,Germany,Rheinhessen,Knewitz,3.6,27,14.5,2018,White
Rotschiefer Riesling 2014,Germany,Mosel,Sorentberg,3.8,27,14.7,2014,White
Bordeaux Blanc Sec 2016,France,Bordeaux Sec,Château Lafaurie-Peyraguey,3.9,27,67.75,2016,White
Hattenheimer Schützenhaus Riesling Kabinett 2018,Germany,Rheingau,Balthasar Ress,3.8,27,13.9,2018,White
Hipping Riesling 2016,Germany,Rheinhessen,Schätzel,3.6,27,60.96,2016,White
Obvius Bianco 2017,Italy,Toscana,Salcheto,3.5,27,13.9,2017,White
Manzoni Bianco Fontanasanta 2019,Italy,Vigneti delle Dolomiti,Foradori,3.6,27,18.06,2019,White
Riesling Charta 2017,Germany,Rheingau,Barth,3.8,27,13.68,2017,White
Barrique Sauvignon Blanc 2015,New Zealand,Marlborough,Saint Clair,4,27,18.95,2015,White
Altos R Blanco 2018,Spain,Rioja,Altos de Rioja,3.6,27,6.95,2018,White
Schiefersteil Riesling 2018,Germany,Mosel,Markus Molitor,4,27,12.5,2018,White
Markus Pfaffmann Sauvignon Blanc Trocken 2019,Germany,Pfalz,Karl Pfaffmann,4.1,27,7.5,2019,White
Bürklin Estate Riesling 2018,Germany,Pfalz,Dr. Bürklin-Wolf,3.7,27,12.5,2018,White
Chardonnay 2017,United States of America,Monterey,Craftwork,3.7,27,14.99,2017,White
Ritterpfad Riesling Kabinett 2015,Germany,Mosel,Van Volxem,4,27,17.95,2015,White
Pinot Bianco - Pinot Nero 2017,Italy,Veneto,Biscardo,3.6,27,7.2,2017,White
Escherndorfer Lump Riesling S. 2018,Germany,Franken,Horst Sauer,3.9,27,18,2018,White
Catarratto - Zibibbo 2019,Italy,Terre Siciliane,Vaccaro,4,27,7.31,2019,White
Bentrock Chardonnay 2013,United States of America,Sta. Rita Hills,Sandhi,4.1,27,89,2013,White
Le Naturel Blanco 2019,Spain,Navarra,Aroa,3.9,27,12.95,2019,White
Bourgogne Blanc Retour des Flandres 2016,France,Bourgogne,Régnard,3.6,27,20.65,2016,White
Sauvignon Blanc 2019,France,Pays d'Oc,Paul Mas,3.7,27,5.5,2019,White
Freundstück GG 2017,Germany,Pfalz,Georg Mosbacher,4.1,27,28.24,2017,White
Riesling 2019,Germany,Pfalz,Schneider,3.6,27,10.3,2019,White
The Vine in Flames Fetească Regală Dry 2018,Romania,Dealu Mare,Budureasca,3.5,27,9.9,2018,White
Graacher Himmelreich Riesling Auslese 2016,Germany,Graach,Joh. Jos. Prüm,4.1,27,32.65,2016,White
Pinot Grigio 2019,Italy,Venezia Giulia,Jermann,3.8,27,16.85,2019,White
Höllberg Riesling GG 2017,Germany,Rheinhessen,Wagner-Stempel,4,27,37.56,2017,White
Riesling 2017,Germany,Mosel,Heymann-Löwenstein,3.5,27,37,2017,White
Kirchberg 2017,Germany,Mosel,Heymann-Löwenstein,3.8,27,24,2017,White
Geheimrat J Riesling Spätlese Trocken 2015,Germany,Rheingau,Weingüter Wegeler,4.1,27,24.9,2015,White
Merus Sauvignon Blanc 2019,Italy,Trentino,Tiefenbrunner,4.1,27,9.99,2019,White
Forster Ungeheuer Riesling 2018,Germany,Pfalz,Von Winning,4.3,27,35,2018,White
Bourgogne Hautes Côtes de Beaune Blanc 2007,France,Bourgogne Hautes-Côtes de Beaune,Jayer Gilles,3.4,27,25,2007,White
Sommer Riesling Trocken 2019,Germany,Rheingau,Schloss Vollrads,3.8,27,7.9,2019,White
Lagar de Darei Branco 2017,Portugal,Dão,Darei,3.7,27,8.77,2017,White
Chenin Blanc 2018,South Africa,Stellenbosch,Rainbow's End,3.6,27,8.9,2018,White
Lugana Blanc 2019,Italy,Lugana,Ca' Lojera,3.9,27,10.57,2019,White
Bèru 2015,Italy,Vermentino di Gallura,Siddura,3.9,27,34.9,2015,White
Cà del Lago Lugana 2019,Italy,Lugana,Villabella,4,27,9.83,2019,White
Weissburgunder Trocken 2019,Germany,Pfalz,Weingut Metzger,3.8,27,8.5,2019,White
Hard 2017,Germany,Baden,Ziereisen,4.3,27,26.5,2017,White
Gewürztraminer 2019,Italy,Südtirol - Alto Adige,Tramin,3.8,27,9.73,2019,White
RS Grauburgunder 2017,Germany,Baden,Salwey,3.9,27,15.5,2017,White
Lugana 2019,Italy,Lugana,Roveglia,4.1,27,11.9,2019,White
Würzburger Stein Silvaner GG 2016,Germany,Franken,Juliusspital,4,27,29.9,2016,White
Grüner Silvaner Trocken 2018,Germany,Rheinhessen,Knewitz,3.6,27,8.07,2018,White
Chardonnay 2018,Austria,Mittelburgenland,Gesellmann,3.5,27,15.9,2018,White
Blanco 2019,Portugal,Vinho Verde,Escudo Real,3.4,27,5.71,2019,White
Garganega - Chardonnay delle Venezie Cuvée 2018,Italy,delle Venezie,Cielo e Terra,3.4,27,4.38,2018,White
7 Terroirs 2019,Germany,Nahe,Gut Hermannsberg,3.8,27,11.6,2019,White
Bianco Passivento 2019,Italy,Terre Siciliane,Barone Montalto,3.9,27,8.32,2019,White
Weissburgunder Trocken 2017,Germany,Saale-Unstrut,Winzervereinigung Freyburg-Unstrut,3.4,27,9.72,2017,White
Faius 2016,Italy,Irpinia,I Capitani,3.9,27,15.69,2016,White
Paradies Riesling 2018,Germany,Nahe,Korrell,4.1,27,22.7,2018,White
Bernkasteler Badstube Riesling Kabinett Feinherb 2015,Germany,Mosel,Markus Molitor,3.9,27,16.95,2015,White
Reserva Chardonnay 2016,Portugal,Lisboa,Quinta do Lagar Novo,3.8,28,13.65,2016,White
Collage Grauer Burgunder 2018,Germany,Pfalz,Hammel & Cie,3.9,28,9.46,2018,White
Franciscus Grüner Veltliner 2016,Austria,Kremstal,Salomon Undhof,3.2,28,10.23,2016,White
Ungeheuer Riesling GG 2018,Germany,Pfalz,Dr. Von Bassermann-Jordan,4.2,28,34.12,2018,White
Riesling Federspiel Himmelstiege 2019,Austria,Wachau,Domäne Wachau,3.4,28,9.85,2019,White
Kastanienbusch GG 2018,Germany,Pfalz,Ökonomierat Rebholz,4.2,28,66.31,2018,White
Limne 2019,Italy,Lugana,Roveglia,3.7,28,9.11,2019,White
Riesling 2017,France,Alsace,Albert Boxler,3.9,28,27.78,2017,White
Grüner Veltliner 2019,Austria,Kamptal,Loimer,3.9,28,9.44,2019,White
Chardonnay 2018,France,Pays d'Oc,Abbotts & Delaunay,3.7,28,6.73,2018,White
Verdicchio Dei Castelli Di Jesi Classico Le Vele 2019,Italy,Verdicchio dei Castelli di Jesi,Moncaro,3.7,28,6.32,2019,White
Chinon Blanc 2017,France,Chinon,Château de Saint Louans,4.2,28,27.29,2017,White
Rotenberg GG 2016,Germany,Nahe,Gut Hermannsberg,4,28,29.5,2016,White
Chardonnay 2017,United States of America,California,American Wings,3.2,28,6.73,2017,White
Diel de Diel Weisses Cuvée Trocken 2017,Germany,Nahe,Diel,3.6,28,11.95,2017,White
Vermentino (Etichetta Nera/Black Label) 2019,Italy,Colli di Luni,Lvnae,4,28,19.45,2019,White
Riesling Alsace Grand Cru 'Geisberg' 2012,France,Alsace Grand Cru 'Geisberg',Trimbach,4.4,28,53.35,2012,White
Sankt Nikolaus Riesling Trocken 2017,Germany,Rheingau,Peter Jakob Kühn,4.3,28,42.89,2017,White
Nachts Sind Alle Burgunder Grau 2019,Germany,Pfalz,Karl Pfaffmann,4.2,28,7.9,2019,White
Sauvignon Blanc 2018,South Africa,Stellenbosch,Drostdy-Hof,3,28,7.79,2018,White
Chardonnay 2019,South Africa,Durbanville,Durbanville Hills,3.5,28,7.99,2019,White
Neuland Grüner Veltliner 2019,Austria,Weinviertel,Herbert Zillinger,3.7,28,8.24,2019,White
Grauburgunder 2019,Germany,Rheinhessen,Krämer - Straight,3.9,28,7.73,2019,White
Sauvignon Stern 2018,Italy,Südtirol - Alto Adige,Cantina Kaltern,3.9,28,12.18,2018,White
Les Chays Condrieu 2015,France,Condrieu,Chirat,4,28,41.43,2015,White
Weissburgunder Trocken 2018,Germany,Pfalz,Studier,3.8,28,7.64,2018,White
Saumur Blanc 2018,France,Saumur,Langlois-Chateau,3.7,28,11.16,2018,White
Cellar Selection Chenin Blanc 2019,South Africa,Stellenbosch,Kleine Zalze,3.8,28,7.5,2019,White
Pinot Grigio 2019,Italy,Garda,La Prendina,3.7,28,10.96,2019,White
Hipping Riesling 2015,Germany,Rheinhessen,Kühling-Gillot,4.3,28,45,2015,White
Grauburgunder Trocken 2018,Germany,Nahe,Dönnhoff,3.6,28,12.57,2018,White
Sciare di Est Insolia 2017,Italy,Terre Siciliane,Antichi Vinai,3.6,28,7.42,2017,White
Bourgogne Aligoté 2018,France,Bourgogne Aligoté,Louis Jadot,3.5,28,12.6,2018,White
Le Chardonnay Limoux Blanc 2014,France,Limoux,Domaine de Baron'arques,3.8,28,37.82,2014,White
Vernaccia di San Gimignano 2018,Italy,Vernaccia di San Gimignano,Palagetto,3.5,28,8.5,2018,White
Aulerde Riesling GG 2018,Germany,Rheinhessen,Wittmann,4.1,28,36,2018,White
Maximin Herrenberg 1896 Riesling Alte Reben 2014,Germany,Mosel,Carl Loewen,3.9,28,47.99,2014,White
Berger Baron Bordeaux Blanc 2017,France,Bordeaux,Baron Philippe de Rothschild,3.1,28,8.72,2017,White
Trittenheimer Apotheke Riesling Trocken 2018,Germany,Mosel,Ansgar Clüsserath,4,28,25.83,2018,White
Pian di Rèmole Bianco 2018,Italy,Toscana,Frescobaldi,3.6,28,6.95,2018,White
Bouquet Terre Siciliane 2018,Italy,Terre Siciliane,Tenuta Rapitalà,3.6,28,10.57,2018,White
Chardonnay 2018,United States of America,North Coast,Ghost Pines,3.8,28,13.47,2018,White
Cococciola (Unico) 2019,Italy,Terre di Chieti,Tenuta Ulisse,3.8,28,8.9,2019,White
Ried Loibenberg Riesling Smaragd 2018,Austria,Wachau,F.X. Pichler,4.3,28,40.19,2018,White
Riesling Feinherb 2018,Germany,Rheingau,Schloss Vollrads,3.5,28,9.5,2018,White
Meursault-Genevrières Premier Cru 2013,France,Meursault 1er Cru 'Genevrières',Domaine Jean Monnier & Fils,4,28,95.36,2013,White
Niederberg Helden Riesling Kabinett 2018,Germany,Mosel,Schloss Lieser,3.9,28,17.1,2018,White
Sonnenberg Chardonnay Trocken 2018,Germany,Pfalz,Jülg,4,28,17.5,2018,White
Pinot Grigio Veneto 2019,Italy,Veneto,Vivolo di Sasso,3.4,28,5.29,2019,White
Oestricher Doosberg Alte Reben Riesling Trocken 2017,Germany,Rheingau,Spreitzer,3.9,28,16.9,2017,White
Poggio Al Tufo Vermentino 2018,Italy,Toscana,Tommasi,3.4,28,15.05,2018,White
Kaisermantel Weissburgunder 2019,Germany,Baden,Dr. Koehler,4.1,28,6.25,2019,White
Uvam Pinot Grigio 2019,Italy,delle Venezie,Maurizio B Martino MBM,3.7,28,5.25,2019,White
Kalkundkiesel 2019,Austria,Burgenland,Claus Preisinger,3.9,29,16.08,2019,White
Riverpoint Vineyard Gewürztraminer 2014,New Zealand,Gisborne,Millton,3.9,29,17.45,2014,White
Langenmorgen G.C 2014,Germany,Pfalz,Dr. Bürklin-Wolf,4.1,29,70,2014,White
Côtes du Rhône Le Caillou Blanc 2017,France,Côtes-du-Rhône,Clos du Caillou,3.4,29,10.9,2017,White
Sauvignon Blanc (Warrelwind) 2019,South Africa,Western Cape,MAN,3.6,29,5.49,2019,White
Fundament Riesling Trocken 2017,Germany,Pfalz,Wageck-Pfaffmann,3.2,29,8.56,2017,White
Viognier 2017,South Africa,Paarl,Fairview,3.4,29,15.98,2017,White
Parapli Chardonnay 2015,Hungary,Balaton,Kristinus,3.7,29,13.6,2015,White
Benedete Ribolla Gialla 2018,Italy,Veneto,Collavini,3.5,29,13.6,2018,White
Königsbacher Ölberg Riesling 2018,Germany,Pfalz,A. Christmann,3.6,29,25.35,2018,White
Cuvée Bérengère Chardonnay - Viognier 2018,France,Coteaux-d'Ensérune,Regismont,3.5,29,6.12,2018,White
Chardonnay 2017,Italy,Friuli Grave,Borgo Magredo,3.4,29,8.78,2017,White
GG Kirchberg Weissburgunder 2015,Germany,Baden,Salwey,4.3,29,35,2015,White
Clos Boucher Condrieu 2017,France,Condrieu,Delas,4.1,29,58.39,2017,White
Chiara 2018,Italy,Toscana,Poggio Al Sole,3.6,29,10.47,2018,White
Lahrer Grauburgunder 2018,Germany,Baden,Weingut Wöhrle,3.6,29,10.46,2018,White
Pecorino Terre di Chieti 2019,Italy,Terre di Chieti,Collefrisio,4,29,8.9,2019,White
Niederberg Helden Riesling GG 2017,Germany,Mosel,Schloss Lieser,3.8,29,26.5,2017,White
Steingrüble 2017,Germany,Baden,Ziereisen,4.1,29,13.95,2017,White
Zeltinger Riesling Kabinett Trocken 2018,Germany,Mosel,Selbach-Oster,3.8,29,13.95,2018,White
Piesporter Riesling Feinherb 2017,Germany,Piesport,Kurt Hain,4,29,8.72,2017,White
Live Wire Riesling 2018,Australia,Barossa,Langmeil,4,29,11.06,2018,White
Marani 2018,Italy,Veneto,Sartori,3.8,29,8.39,2018,White
Sallier de La Tour Grillo 2019,Italy,Sicilia,Tasca d'Almerita,3.9,29,8.9,2019,White
Auxerrois 2018,Germany,Baden,Klumpp,3.6,29,12.8,2018,White
Blanco 2018,Spain,Yecla,Barahonda,3.5,29,5.9,2018,White
Chardonnay 2018,South Africa,Cape Town,Cape Town Wine Co,3,29,7.5,2018,White
Escherndorfer Riesling 2018,Germany,Escherndorf,Horst Sauer,3.4,29,12.5,2018,White
Chenin Blanc 2018,South Africa,Paarl,Windmeul Kelder Cellar,3.4,29,7.5,2018,White
Weißburgunder Muschelkalk 2018,Germany,Baden,Enderle & Moll,3.9,29,15.01,2018,White
ReinSchiefer Nierstein Riesling 2017,Germany,Nierstein,Schätzel,3.6,29,20.53,2017,White
Edición Limitada Lías Verdejo 2017,Spain,Rueda,Ramón Bilbao,3.6,29,13.01,2017,White
Schellenbrunnen Riesling GG 2014,Germany,Baden,Heitlinger,3.9,29,30.39,2014,White
Halgans Riesling Trocken 2018,Germany,Nahe,Emrich-Schönleber,4.1,29,20.84,2018,White
Saarburger Rausch Spätlese Riesling 2015,Germany,Mosel,Markus Molitor,3.6,29,20.95,2015,White
Sauvignon Riserva 2014,Italy,Südtirol - Alto Adige,Cantina Bolzano / Kellerei Bozen,3.8,29,18.03,2014,White
Sauvignon 2018,France,Loire Valley,Domaine de la Foliette,3.4,29,7.7,2018,White
Deidesheimer Paradiesgarten 2017,Germany,Pfalz,Reichsrat von Buhl,4.1,29,21,2017,White
Riesling 'D' 2016,New Zealand,Marlborough,Te Whare Ra,3.8,29,21.45,2016,White
Jesuitengarten Riesling GG 2017,Germany,Pfalz,Dr. Von Bassermann-Jordan,4,29,43.77,2017,White
Johannishof Riesling Trocken 2019,Germany,Pfalz,Knipser,3.8,29,7.9,2019,White
Sauvignon Blanc 2019,Slovenia,Štajerska,Verus,3.9,29,11.9,2019,White
Chardonnay 2018,France,Pays d'Oc,Domaine d'Aubaret,3.5,29,6.95,2018,White
Sauvignon Blanc 500 2018,Germany,Pfalz,Von Winning,4.3,29,40,2018,White
